year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2012,01,10 SHELFORD,SHELFORD ROAD,Adam Properties Pte Ltd,Non-Landed,CCR,69,69,69,0,0,0,-,-,-
2012,01,111 EMERALD HILL,EMERALD HILL ROAD,Emerald Land Pte Ltd,Non-Landed,CCR,40,6,6,0,0,0,-,-,-
2012,01,16 @ AMBER,AMBER ROAD,Novelty Amber Pte Ltd,Non-Landed,RCR,40,40,27,13,0,0,-,-,-
2012,01,21 RICHARDS,RICHARDS AVENUE,Aurum Land Pte Ltd,Non-Landed,OCR,31,31,30,1,0,1,"14,219","14,219","14,219"
2012,01,26 NEWTON,NEWTON ROAD,Novelty Corp Pte Ltd,Non-Landed,CCR,180,0,0,0,0,0,-,-,-
2012,01,283 STUDIO,RIVER VALLEY ROAD,Urban Development Pte Ltd,Non-Landed,CCR,7,7,5,2,0,0,-,-,-
2012,01,368 THOMSON,THOMSON ROAD,City Developments Ltd,Non-Landed,CCR,157,157,157,0,0,0,-,-,-
2012,01,38 I SUITES,IPOH LANE,Sustained Land Pte Ltd,Non-Landed,RCR,120,120,105,15,0,1,"14,854","14,854","14,854"
2012,01,448@EAST COAST,EAST COAST ROAD,TEE Realty Pte Ltd,Non-Landed,OCR,28,28,24,4,0,3,"15,532","15,091","15,672"
2012,01,57 @ KOVAN,KOVAN ROAD,Sun Fong Trading Pte Ltd,Non-Landed,OCR,10,10,4,6,0,0,-,-,-
2012,01,76 SHENTON,SHENTON WAY,Hong Leong House Pte Ltd,Non-Landed,CCR,202,202,202,0,0,0,-,-,-
2012,01,8 BASSEIN,BASSEIN ROAD,World Class Developments (City Central) Pte Ltd,Non-Landed,CCR,74,0,0,0,0,0,-,-,-
2012,01,8 NAPIER,NAPIER ROAD,Napier Properties Pte Ltd,Non-Landed,CCR,46,28,28,0,0,0,-,-,-
2012,01,8 RAJA,JALAN DATOH,Popular Land Pte. Ltd.,Non-Landed,RCR,26,26,0,26,0,0,-,-,-
2012,01,8 RODYK,RODYK STREET,New Century Real Estate Pte Ltd,Non-Landed,CCR,50,50,49,1,0,0,-,-,-
2012,01,833 M B RESIDENCES,MOUNTBATTEN ROAD,Sustained Land Pte Ltd,Non-Landed,RCR,20,20,20,0,0,0,-,-,-
2012,01,8@WOODLEIGH,WOODLEIGH CLOSE,FCL Homes Pte Ltd,Non-Landed,RCR,330,330,330,0,0,0,-,-,-
2012,01,A TREASURE TROVE,PUNGGOL WALK,Sim Lian JV (Punggol Central) Pte Ltd,Non-Landed,OCR,882,882,799,83,0,13,"9,720","9,569","10,850"
2012,01,ADRIA,DERBYSHIRE ROAD,Jumbo Valley Pte Ltd,Non-Landed,CCR,105,105,99,6,0,0,-,-,-
2012,01,AIRSTREAM,ST MICHAEL'S ROAD,Millennium Homes (Singapore)n Pte Ltd,Non-Landed,RCR,70,70,70,0,0,0,-,-,-
2012,01,ALBA,CAIRNHILL RISE,Far East Organization Centre Pte Ltd,Non-Landed,CCR,50,42,24,18,0,0,-,-,-
2012,01,ALEXIS,ALEXANDRA ROAD,EC Prime Pte Ltd,Non-Landed,RCR,293,293,293,0,0,0,-,-,-
2012,01,ALTEZ,ENGGOR STREET,Bishan Properties Pte Ltd,Non-Landed,CCR,280,280,192,88,0,0,-,-,-
2012,01,ARC AT TAMPINES,TAMPINES AVENUE 8,Hoi Hup Sunway Tampines Pte Ltd,Exec Condo,OCR,574,574,463,111,0,7,"7,761","6,663","7,955"
2012,01,ARCHIPELAGO,BEDOK RESERVOIR ROAD,United Venture Development (Bedok) Pte Ltd,Strata-Landed / Non-Landed,OCR,577,180,135,45,0,33,"12,023","9,451","13,972"
2012,01,ARDMORE 3,ARDMORE PARK,Botanica Pte Ltd,Non-Landed,CCR,84,0,0,0,0,0,-,-,-
2012,01,ARDMORE RESIDENCE,ARDMORE PARK,Irvine Investments Pte Ltd,Non-Landed,CCR,58,0,0,0,0,0,-,-,-
2012,01,ASCENTIA SKY,ALEXANDRA VIEW,Winpride Investment Pte Ltd,Non-Landed,RCR,373,349,349,0,3,2,"15,285","15,210","15,360"
2012,01,ASPEN LINQ,INSTITUTION HILL,Optimus Hill Pte Ltd,Non-Landed,CCR,18,0,0,0,0,0,-,-,-
2012,01,ASTON GREEN,PAYA LEBAR CRESCENT,E C Venture Pte Ltd,Strata-Landed,OCR,11,11,11,0,0,0,-,-,-
2012,01,ATTITUDE AT KIM YAM,RIVER VALLEY ROAD/KIM YAM ROAD,King & King Development Pte Ltd,Non-Landed,CCR,33,33,33,0,0,0,-,-,-
2012,01,AURALIS,EAST COAST ROAD,Sino Tac Holdings Pte Ltd,Non-Landed,OCR,56,56,55,1,0,0,-,-,-
2012,01,AUSTVILLE RESIDENCES,SENGKANG EAST AVENUE,MaxLee Development Pte Ltd,Exec Condo,OCR,540,540,413,127,0,14,"7,459","6,125","8,041"
2012,01,AVANT PARC,WAK HASSAN PLACE AND WAK HASSAN DRIVE,Sunway Land Pte Ltd,Landed,OCR,15,0,0,0,0,0,-,-,-
2012,01,BALCON EAST,UPPER EAST COAST ROAD,Feature Land Pte Ltd,Non-Landed,OCR,37,37,37,0,0,0,-,-,-
2012,01,BARKER 9,BARKER ROAD,Sinhengchan Cement Pte Ltd,Strata-Landed,CCR,6,0,0,0,0,0,-,-,-
2012,01,BARKER VILLE,BARKER ROAD,Starluck SLN Development Pte Ltd,Strata-Landed,CCR,8,8,7,1,0,0,-,-,-
2012,01,BARTLEY RESIDENCES,LORONG HOW SUN,Bartley Development Pte Ltd,Non-Landed,OCR,702,0,0,0,0,0,-,-,-
2012,01,BEACON HEIGHTS,MAR THOMA ROAD,St Michael's Development Pte Ltd,Non-Landed,RCR,212,212,211,1,0,0,-,-,-
2012,01,BEDOK RESIDENCES,BEDOK NORTH DRIVE,Brillamce Residential (1) Pte Ltd / Brillance Trustee Pte Ltd,Non-Landed,OCR,583,583,474,109,0,0,-,-,-
2012,01,BELLA CASITA,IPOH LANE,Agrow Developmemt Pte Ltd,Non-Landed,RCR,57,57,55,2,0,1,"12,971","12,971","12,971"
2012,01,BELLAVILLE,SIAK KEW AVENUE,Fong Tat Holding Co Pte Ltd,Strata-Landed,RCR,10,10,10,0,0,0,-,-,-
2012,01,BELLERIVE,KENG CHIN ROAD,Sing Holdings (Bellerive) Pte Ltd,Non-Landed,CCR,51,51,51,0,0,0,-,-,-
2012,01,BELYSA,PASIR RIS DRIVE 1,Pasir Ris EC Pte Ltd,Exec Condo,OCR,315,315,315,0,0,1,"6,168","6,168","6,168"
2012,01,BISHOPSGATE RESIDENCES,BISHOPSGATE,Prime Residential Development Pte Ltd,Strata-Landed / Non-Landed,CCR,31,0,0,0,0,0,-,-,-
2012,01,BLISS LOFT,KIM KEAT CLOSE,Hume Investments Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2012,01,BLISS@KOVAN,SIMON LANE,BBR Kovan Pte Ltd,Non-Landed,OCR,140,70,64,6,0,1,"14,370","14,370","14,370"
2012,01,BLOSSOM RESIDENCES,SEGAR ROAD,Grand Isle Holdings Pte Ltd,Exec Condo,OCR,602,602,479,123,0,10,"7,599","7,018","8,062"
2012,01,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Easthouse Propperties Pte Ltd,Non-Landed,OCR,493,389,340,49,0,2,"8,794","8,730","8,848"
2012,01,BOULEVARD VUE,CUSCADEN WALK,High Oak Properties Pte Ltd,Non-Landed,CCR,28,17,14,3,0,0,-,-,-
2012,01,BREEZE BY THE EAST,UPPER EAST COAST ROAD,UOL Development Pte Ltd,Non-Landed,OCR,88,88,88,0,0,0,-,-,-
2012,01,BUCKLEY CLASSIQUE,BUCKLEY ROAD,City Developments Ltd,Non-Landed,CCR,64,64,59,5,0,1,"22,486","22,486","22,486"
2012,01,CABANA,SUNRISE TERRACE,Bullion Holdings Pte Ltd & Cabana JV Pte Ltd,Strata-Landed,OCR,119,88,50,38,0,2,"7,750","7,707","7,793"
2012,01,CANBERRA RESIDENCES,CANBERRA DRIVE,MCC Land (Singapore) Pte Ltd,Non-Landed,OCR,320,320,285,35,0,0,-,-,-
2012,01,CANTIZ @ RAMBAI,RAMBAI ROAD,TEE Development Pte Ltd,Non-Landed,RCR,12,12,12,0,0,0,-,-,-
2012,01,CAPE ROYALE,COVE WAY,Pinnacle (Sentosa) Pte Ltd,Non-Landed,CCR,302,0,0,0,0,0,-,-,-
2012,01,CARDIFF RESIDENCE,CARDIFF GROVE,World Class Developments (Central) Pte Ltd,Non-Landed,OCR,163,132,79,53,4,21,"14,305","11,248","14,801"
2012,01,CARMINE COLLECTION,LORONG KISMIS / ENG KONG ROAD,Longitude Central Pte Ltd,Landed,RCR,6,6,0,6,6,0,-,-,-
2012,01,CASA AERATA,LORONG 26 GEYLANG,Ecco Realty Pte Ltd,Non-Landed,RCR,78,78,78,0,0,0,-,-,-
2012,01,CASA CAMBIO,LIM TUA TOW ROAD,Urban Lofts Pte Ltd,Non-Landed,OCR,198,0,0,0,0,0,-,-,-
2012,01,CASA FORTUNA,AH HOOD ROAD,Springlife Land Pte Ltd,Non-Landed,RCR,106,106,106,0,0,0,-,-,-
2012,01,CASHEW HILL/LANDED HOUSING DEVELOPMENT,CASHEW ROAD/ CASHEW CRESCENT,Lucky Realty Co Pte Ltd,Landed,OCR,25,25,14,11,0,0,-,-,-
2012,01,CASPIAN,LAKESIDE DRIVE,Yishun Land Pte Ltd,Non-Landed,OCR,712,712,712,0,0,0,-,-,-
2012,01,CASTELLO,CHILTERN DRIVE,KHI Properties Pte Ltd,Strata-Landed,OCR,6,0,0,0,0,0,-,-,-
2012,01,CAVAN SUITES,CAVAN ROAD,World Class Property (Central) Pte Ltd,Non-Landed,RCR,36,36,36,0,0,0,-,-,-
2012,01,CENTENNIA SUITES,KIM SENG ROAD,Lippo Real Estate Pte Limited,Non-Landed,CCR,97,97,97,0,0,0,-,-,-
2012,01,CENTRA HEIGHTS,SIMS AVENUE,Fission Capital Pte Ltd,Non-Landed,RCR,90,90,90,0,0,0,-,-,-
2012,01,CENTRA LOFT,LORONG 35 GEYLANG,Trident Development Pte Ltd,Non-Landed,RCR,47,47,47,0,0,0,-,-,-
2012,01,CENTRA RESIDENCE,LORONG 7 GEYLANG,Trident Development Pte Ltd,Non-Landed,RCR,78,78,13,65,78,13,"14,284","10,150","15,554"
2012,01,CENTRA STUDIOS,LORONG 25 GEYLANG,Pinnacle Realty Pte. Ltd.,Non-Landed,RCR,51,51,51,0,0,0,-,-,-
2012,01,CENTRA SUITES,LORONG 25A GEYLANG,Pinnacle Realty Pte. Ltd.,Non-Landed,RCR,62,62,62,0,0,0,-,-,-
2012,01,CENTRAL IMPERIAL,LORONG 14 GEYLANG,G28 Development Pte Ltd,Non-Landed,RCR,63,63,46,17,0,5,"11,302","11,195","12,056"
2012,01,CENTRINA,EVERITT ROAD NORTH,JG Development Pte Ltd,Non-Landed,RCR,8,8,8,0,0,0,-,-,-
2012,01,CENTRO RESIDENCES,ANG MO KIO AVE 8,Eunos Link Technology Park Ltd,Non-Landed,OCR,329,314,268,46,1,12,"16,221","15,629","17,427"
2012,01,CERELIA VISTA,LORONG AH SOO,Endo Realty Pte Ltd,Strata-Landed,OCR,21,21,21,0,0,0,-,-,-
2012,01,CEYLON POINT,CEYLON ROAD,Moovenuss Homes Pte Ltd,Non-Landed,RCR,15,15,15,0,0,0,-,-,-
2012,01,CEYLON RESIDENCE,CEYLON ROAD,Alphaland International Pte Ltd,Non-Landed,RCR,22,22,15,7,0,0,-,-,-
2012,01,CHARLTON RESIDENCES,CHARLTON ROAD,Charlton Residences Pte Ltd,Strata-Landed,OCR,21,21,18,3,0,0,-,-,-
2012,01,CHARLTON VILLAS,CHARLTON LANE,Hoi Hup Realty Pte Ltd,Strata-Landed,OCR,43,43,43,0,0,0,-,-,-
2012,01,CHATEAU LA SALLE,LA SALLE STREET,Fortune Properties Pte Ltd,Strata-Landed,OCR,6,6,6,0,0,0,-,-,-
2012,01,CHEPSTOW VILLE,CHEPSTOW CLOSE,Wenul Development Pte Ltd,Strata-Landed,OCR,9,9,9,0,0,0,-,-,-
2012,01,CITY LOFT,RACE COURSE ROAD,Ascend Capital Pte Ltd,Non-Landed,RCR,40,40,40,0,0,0,-,-,-
2012,01,CITY STUDIOS,RACE COURSE LANE,Success Century Investment Pte Ltd,Non-Landed,RCR,25,25,25,0,0,0,-,-,-
2012,01,CITYSCAPE @FARRER PARK,MERGUI ROAD,Mergui Development Pte Ltd,Non-Landed,RCR,250,75,56,19,0,0,-,-,-
2012,01,COASTAL BREEZE RESIDENCES,LOYANG BESAR CLOSE,Sustained Land Pte Ltd,Non-Landed,OCR,63,63,63,0,0,0,-,-,-
2012,01,CONCOURSE SKYLINE,BEACH ROAD,Hong Fok Land Ltd,Non-Landed,RCR,360,342,230,112,0,0,-,-,-
2012,01,CONDOMINIUM DEVELOPMENT,ST THOMAS WALK,Bukit Sembawang View Pte Ltd,Non-Landed,CCR,221,0,0,0,0,0,-,-,-
2012,01,CORALIS,JOO CHIAT ROAD,Grovehill Pte Ltd,Non-Landed,RCR,127,127,117,10,0,1,"14,908","14,908","14,908"
2012,01,CRADELS,LORONG LIMAU,Melrose Land Pte Ltd,Non-Landed,RCR,125,0,0,0,0,0,-,-,-
2012,01,CUBE 8,THOMSON ROAD,City Developments Ltd,Non-Landed,CCR,177,177,177,0,0,0,-,-,-
2012,01,CUBIK,LORONG K TELOK KURAU,EG Development Pte Ltd,Non-Landed,OCR,24,18,18,0,0,0,-,-,-
2012,01,CYAN,BUKIT TIMAH ROAD/ KENG CHIN ROAD,Kentish Court Pte Ltd,Non-Landed,CCR,278,278,265,13,0,0,-,-,-
2012,01,D' ALMIRA,SOMMERVILLE ROAD,Almira Development Pte Ltd,Non-Landed,OCR,25,25,25,0,0,0,-,-,-
2012,01,D' CASTILIA,JOO CHIAT LANE,Castilia Development Pte Ltd,Non-Landed,RCR,28,28,26,2,0,0,-,-,-
2012,01,D' IXORAS,MINBU ROAD,Singiap Co Pte Ltd,Non-Landed,CCR,22,22,20,2,0,0,-,-,-
2012,01,D'HIRO@HILLSIDE,HILLSIDE DRIVE,Hiro Investment Pte Ltd,Non-Landed,OCR,24,12,3,9,0,0,-,-,-
2012,01,D'LEEDON,LEEDON HEIGHTS,Morganite Pte Ltd,Strata-Landed / Non-Landed,CCR,1715,800,460,340,0,2,"16,770","16,512","17,018"
2012,01,D'MIRA,BOON TECK ROAD,MCL Land Development Pte Ltd,Non-Landed,RCR,65,65,65,0,0,0,-,-,-
2012,01,D'WEAVE,LORONG 39 GEYLANG,Teambuild Properties Pte Ltd,Non-Landed,RCR,71,71,71,0,0,0,-,-,-
2012,01,D'ZIRE,ROBEY CRESCENT,Robeyfort Land Pte Ltd,Non-Landed,OCR,47,10,7,3,0,1,"12,562","12,562","12,562"
2012,01,DEVONSHIRE 12,DEVONSHIRE ROAD,U-Asia Pte Ltd,Non-Landed,CCR,20,0,0,0,0,0,-,-,-
2012,01,DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,Orchard Suites Residence Pte Ltd,Non-Landed,CCR,84,84,83,1,0,0,-,-,-
2012,01,DOMUS,IRRAWADDY ROAD,Lakeview Investments Pte Ltd,Non-Landed,RCR,104,96,87,9,0,0,-,-,-
2012,01,DORSETT RESIDENCES,NEW BRIDGE ROAD,Tang Suites Pte Ltd,Non-Landed,RCR,68,68,67,1,0,0,-,-,-
2012,01,DOUBLE BAY RESIDENCES,SIMEI STREET 4,Secure Venture Development (Simei) Pte Ltd,Non-Landed,OCR,646,646,646,0,0,0,-,-,-
2012,01,DUCHESS RESIDENCES,DUCHESS AVENUE,Duchess Walk Pte Ltd,Non-Landed,CCR,120,120,119,1,0,0,-,-,-
2012,01,DUCHESS ROYALE,DUCHESS AVENUE,Success Century Land Pte Ltd,Non-Landed,CCR,13,13,13,0,0,0,-,-,-
2012,01,DUKES RESIDENCE,DUKE'S ROAD,Manston Land Pte Ltd,Non-Landed,CCR,42,42,42,0,0,0,-,-,-
2012,01,EIGHT COURTYARDS,CANBERRA DRIVE,Yishun Gold Pte Ltd,Non-Landed,OCR,654,620,535,85,0,2,"8,019","7,083","8,945"
2012,01,EIS RESIDENCES,HAIG AVENUE,Eastshinee Development Pte Ltd,Non-Landed,RCR,16,16,15,1,0,0,-,-,-
2012,01,ELEVEN @ HOLLAND,HOLLAND LINK,Clydesbuilt (Holland Link) Pte Ltd,Strata-Landed,CCR,82,82,11,71,0,0,-,-,-
2012,01,ELLIOT AT THE EAST COAST,ELLIOT ROAD,Elliot Development Pte Ltd,Non-Landed,OCR,119,119,119,0,0,0,-,-,-
2012,01,ENVIO,JOO CHIAT PLACE,JCP Investments Pte Ltd,Non-Landed,OCR,24,24,21,3,0,1,"9,946","9,946","9,946"
2012,01,ESPADA,ST. THOMAS WALK,Novelty Orchard Development Pte Ltd,Non-Landed,CCR,232,232,208,24,0,0,-,-,-
2012,01,ESPARINA RESIDENCES,BUANGKOK DRIVE/ COMPASSVALE BOW,FCL Compassvale Pte. Ltd.,Exec Condo,OCR,573,573,572,1,0,0,-,-,-
2012,01,ESPIRA SUITES,LORONG G & LORONG H TELOK KURAU,World Class Property (Telok Kurau) Pte Ltd,Non-Landed,OCR,46,46,46,0,0,0,-,-,-
2012,01,ESTA RUBY,GUILLEMARD ROAD,Eastwood Park Pte Ltd,Non-Landed,RCR,72,72,65,7,0,0,-,-,-
2012,01,ESTE VILLA,NIM ROAD,Kedron Investments Pte Ltd,Strata-Landed,OCR,121,121,120,1,0,0,-,-,-
2012,01,ESTRIVILLAS,JALAN LIM TAI SEE,Fortune Land Pte Ltd,Strata-Landed,CCR,39,39,39,0,0,0,-,-,-
2012,01,EUHABITAT,JALAN EUNOS,Transurban Properties Pte Ltd,Strata-Landed / Non-Landed,OCR,748,693,642,51,0,8,"14,262","13,487","15,468"
2012,01,EVERGREEN VIEW,LORONG 36 GEYLANG,Highland Developments Pte Ltd,Non-Landed,RCR,24,24,24,0,0,0,-,-,-
2012,01,EVERITT EDGE,JOO CHIAT PLACE / EVERITT ROAD,Wenul Development Pte Ltd,Non-Landed,RCR,36,36,36,0,0,0,-,-,-
2012,01,FARRER PARK SUITES,OWEN ROAD,Siong Heng Realty Pte Ltd,Non-Landed,RCR,29,29,14,15,29,14,"15,619","15,597","18,568"
2012,01,FERRELL RESIDENCES,BUKIT TIMAH ROAD,Premium Land Pte Ltd,Non-Landed,CCR,34,34,28,6,0,0,-,-,-
2012,01,FIFTY-TWO STEVENS,STEVENS ROAD,Tang City Homes Pte Ltd,Non-Landed,CCR,20,20,17,3,0,0,-,-,-
2012,01,FIORENZA,FLORENCE ROAD,Koh Brothers Development Pte Ltd,Non-Landed,OCR,28,28,26,2,0,0,-,-,-
2012,01,FIVE CHANCERY,CHANCERY LANE,Tertius Development Pte Ltd,Strata-Landed,CCR,12,12,6,6,0,0,-,-,-
2012,01,FLAMINGO VALLEY,SIGLAP ROAD,FCL Estates Pte Ltd,Non-Landed,OCR,393,240,196,44,0,2,"13,218","13,143","13,294"
2012,01,FLORIDA PARK PHASE 3,YIO CHU KANG ROAD,Bullion Holdings Pte Ltd,Landed,OCR,73,18,6,12,0,0,-,-,-
2012,01,FLORIDIAN,BUKIT TIMAH ROAD,Orwin Development Ltd,Non-Landed,RCR,336,336,325,11,0,4,"20,495","20,236","21,625"
2012,01,FORESQUE RESIDENCES,PETIR ROAD,Wincheer Investment Pte Ltd,Non-Landed,OCR,496,216,211,5,0,0,-,-,-
2012,01,FULCRUM,FORT ROAD,CEL-Fort Pte Ltd,Non-Landed,RCR,128,0,0,0,0,0,-,-,-
2012,01,GILSTEAD 68,GILSTEAD ROAD / BUCKLEY ROAD,Hong Realty (Private) Ltd,Strata-Landed,CCR,9,0,0,0,0,0,-,-,-
2012,01,GILSTEAD TWO,GILSTEAD ROAD,Chedstone Investment Holdings Pte Ltd,Non-Landed,CCR,110,110,105,5,0,0,-,-,-
2012,01,GOODMAN CREST,CRESCENT ROAD,Wenul Development Pte Ltd,Strata-Landed,RCR,10,10,9,1,0,0,-,-,-
2012,01,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Goodwood Residence Development Pte Ltd,Non-Landed,CCR,210,161,133,28,0,0,-,-,-
2012,01,GRANDIOSO 8,BRIGHT HILL CRESCENT,JVA Venture Pte Ltd,Strata-Landed,RCR,6,6,2,4,0,0,-,-,-
2012,01,GRANGE INFINITE,GRANGE ROAD,Grange Properties Pte Ltd,Non-Landed,CCR,68,68,68,0,0,0,-,-,-
2012,01,GREENWOOD MEWS,GREENWOOD AVENUE (PHASE 4),Golden Development Pte Ltd & Astoria Park Pte Ltd,Strata-Landed,CCR,62,0,0,0,0,0,-,-,-
2012,01,GROVE RESIDENCE,GROVE DRIVE,Savoy Development Pte Ltd,Strata-Landed,CCR,12,0,0,0,0,0,-,-,-
2012,01,GUILLEMARD EDGE,LORONG 28 GEYLANG,Macly Equity Pte Ltd,Non-Landed,RCR,275,0,0,0,0,0,-,-,-
2012,01,H RESIDENCES,LORONG H TELOK KURAU,South Island TK Pte Ltd,Non-Landed,OCR,17,17,17,0,0,0,-,-,-
2012,01,H2O RESIDENCES,SENGKANG WEST AVENUE / FERNVALE LINK,Impac Holdings Pte Ltd,Non-Landed,OCR,521,450,375,75,0,1,"9,806","9,806","9,806"
2012,01,HAIG 162,HAIG ROAD,Mequity Two Pte Ltd,Non-Landed,RCR,99,99,99,0,0,0,-,-,-
2012,01,HAIG RESIDENCES,HAIG ROAD,JG Realty Pte Ltd,Non-Landed,RCR,12,12,12,0,0,0,-,-,-
2012,01,HALLMARK RESIDENCES,EWE BOON ROAD,MCL Land (Prime) Pte Ltd,Non-Landed,CCR,75,0,0,0,0,0,-,-,-
2012,01,HAMILTON SCOTTS,SCOTTS ROAD,Sardinia Properties Pte Ltd,Non-Landed,CCR,56,56,19,37,0,0,-,-,-
2012,01,HARBOUR SUITES,KAMPONG BAHRU ROAD,Goldhill Land Pte Ltd,Non-Landed,RCR,44,44,42,2,0,0,-,-,-
2012,01,HEDGES PARK CONDOMINIUM,FLORA DRIVE,Tripartite Developers Pte Ltd,Non-Landed,OCR,501,501,336,165,0,0,-,-,-
2012,01,HERITAGE EAST,EAST COAST ROAD,World Class Property (EastCoast) Pte Ltd,Non-Landed,OCR,65,65,65,0,0,0,-,-,-
2012,01,HERITAGE RESIDENCES,LORONG L TELOK KURAU,Warees Land Pte Ltd,Non-Landed,OCR,19,19,18,1,0,0,-,-,-
2012,01,HERTFORD COLLECTION,HERTFORD ROAD / BRISTOL ROAD / CARLISLE ROAD,Chelsford Green Pte Ltd,Non-Landed,RCR,25,25,20,5,0,0,-,-,-
2012,01,HIJAUAN,CAVENAGH ROAD,SDB Asia Pte Ltd,Non-Landed,CCR,41,41,15,26,0,0,-,-,-
2012,01,HILLSGROVE,HILLSIDE DRIVE,HSL Realty Pte Ltd,Strata-Landed,OCR,12,12,8,4,0,0,-,-,-
2012,01,HILLTOPS,CAIRNHILL CIRCLE,Taraville Pte Ltd,Non-Landed,CCR,241,33,33,0,0,0,-,-,-
2012,01,HOLLAND RESIDENCES,TAMAN WARNA,Holland Village Development Pte Ltd,Non-Landed,CCR,83,83,78,5,0,0,-,-,-
2012,01,HORIZON RESIDENCES,PASIR PANJANG HILL,Bishan Properties Pte Ltd,Non-Landed,RCR,72,72,57,15,0,0,-,-,-
2012,01,HUNDRED TREES,WEST COAST DRIVE,Grande-Terre Properties Pte Ltd,Non-Landed,OCR,396,396,396,0,0,0,-,-,-
2012,01,IDYLLIC SUITES,LORONG 30 GEYLANG,Hillwood Development Pte Ltd,Non-Landed,RCR,71,71,3,68,71,3,"13,401","12,389","13,412"
2012,01,ILIV @ GRANGE,GRANGE ROAD,Heeton Realty Pte Ltd,Non-Landed,CCR,30,0,0,0,0,0,-,-,-
2012,01,ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,EL Development (Devonshire) Pte Ltd,Non-Landed,CCR,72,72,72,0,0,0,-,-,-
2012,01,INGGU 6,INGGU ROAD,Techcom Construction & Trading Pte Ltd,Landed,OCR,6,0,0,0,0,0,-,-,-
2012,01,IRESIDENCES,IRRAWADDY ROAD,Novelty Asia Pacific Pte Ltd,Non-Landed,RCR,70,70,68,2,0,0,-,-,-
2012,01,IRIDIUM,LINCOLN ROAD,Novelty Properties Pte Ltd,Non-Landed,CCR,45,45,45,0,0,0,-,-,-
2012,01,ISUITES @ MARSHALL,MARSHALL ROAD,I Development Pte Ltd,Non-Landed,RCR,32,32,32,0,0,0,-,-,-
2012,01,ISUITES @ PALM,GLASGOW ROAD,I Development Pte Ltd,Non-Landed,OCR,64,64,50,14,0,0,-,-,-
2012,01,ISUITES @ TANI,JALAN TANI,I @ East Pte Ltd,Non-Landed,OCR,20,20,20,0,0,0,-,-,-
2012,01,JANSEN 8,JANSEN ROAD,I Development Pte Ltd,Strata-Landed,OCR,10,10,10,0,0,0,-,-,-
2012,01,JARDIN,DUNEARN ROAD,YHS Dunearn Pte Ltd,Non-Landed,RCR,140,140,104,36,0,2,"21,829","21,506","22,152"
2012,01,JIA,WILKIE ROAD,SDB Asia Pte Ltd,Non-Landed,CCR,22,22,22,0,0,0,-,-,-
2012,01,JOOL SUITES,SING JOO WALK,SJ Capital Pte. Ltd.,Non-Landed,RCR,52,52,49,3,0,0,-,-,-
2012,01,JUPITER 18,LORONG 102 CHANGI,RH Changi Pte Ltd,Non-Landed,RCR,53,53,53,0,0,0,-,-,-
2012,01,KASARA,OCEAN DRIVE (SENTOSA COVE),Lakefront Pte Ltd,Landed,CCR,13,13,13,0,0,0,-,-,-
2012,01,KEMBANGAN SUITES,JALAN MASJID,Asimont Properties Pte Ltd,Non-Landed,OCR,60,60,60,0,0,0,-,-,-
2012,01,KILLINEY 118,KILLINEY ROAD,Creslin Pte Ltd,Non-Landed,CCR,30,30,6,24,0,0,-,-,-
2012,01,KOVAN RESIDENCES,KOVAN ROAD,Centurion Kovan Pte Ltd,Non-Landed,OCR,521,521,519,2,0,0,-,-,-
2012,01,L'VIV,NEWTON ROAD,Winnorth Investment Pte Ltd,Non-Landed,CCR,147,112,112,0,0,0,-,-,-
2012,01,LA BRISA,LORONG 28 GEYLANG,Tiara Realty Pte Ltd,Non-Landed,RCR,84,84,84,0,0,0,-,-,-
2012,01,LA DOLCE VITA,UPPER PAYA LEBAR ROAD,LRG Development Pte Ltd,Non-Landed,OCR,42,25,21,4,0,0,-,-,-
2012,01,LA FLEUR,LORONG 26 GEYLANG,Teambuild Properties Pte Ltd,Non-Landed,RCR,58,58,58,0,0,0,-,-,-
2012,01,LA VIDA @ 130,LORONG K TELOK KURAU,Chahaya Realty Pte Ltd,Non-Landed,OCR,43,32,9,23,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,ANDREWS TERRACE/ WAK HASSAN DRIVE,Mecbonn Realty Pte Ltd,Landed,OCR,23,23,21,2,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,COVE DRIVE,Ximeng Land (S) Pte Ltd,Landed,CCR,19,3,3,0,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,HOLLAND PARK,Lion (S) Pte Ltd,Landed,CCR,8,8,8,0,0,0,-,-,-
2012,01,LANDED HOUSING DEVELOPMENT,INGGU ROAD,JBE Holdings Pte Ltd,Landed,OCR,8,0,0,0,0,0,-,-,-
